round,RS_ACC,RS_N,RS_S,RS_V,RS_run_time,,LCDO_ACC,LCDO_N,LCDO_S,LCDO_V,LCDO_run_time,,MSDO_ACC,MSDO_N,MSDO_S,MSDO_V,MSDO_run_time,,ESDO_accuracy,ESDO_N,ESDO_S,ESDO_V,ESDO_run_time,,KMS_ACC,KMS_N,KMS_S,KMS_V,KMS_run_time,,KCG_ACC,KCG_N,KCG_S,KCG_V,KCG_run_time,,KCG+PCA_ACC,KCG+PCA_N,KCG+PCA_S,KCG+PCA_V,KCG+PCArun_time,,BALD_ACC,BALD_N,BALD_S,BALD_V,BALD_run_time,,VR_ACC,VR_N,VR_S,VR_V,VR_run_time,,MSTD_ACC,MSTD_N,MSTD_S,MSTD_V,MSTD_run_time,,BS_ACC,BS_N,BS_S,BS_V,BS_run_time,,LL_ACC,LL_N,LL_S,LL_V,LL_run_time
108,0.88477775,0.931933569,0.688242524,0.8514174,153.43,,0.916563,0.952414,0.787834,0.884289,234.72,,0.920163894,0.954240495,0.786570743,0.888888889,214.98,,0.913832,0.948781,0.786477,0.892405063,245.96,,0.891730817,0.936938493,0.729499072,0.844856,165.41,,0.89061336,0.935221299,0.699352,0.861321777,252.66,,0.877824683,0.928858831,0.676335878,0.840066408,413.84,,0.850633226,0.901592,0.679075353,0.862475,233.77,,0.898187236,0.937785337,0.74958208,0.899280576,148.49,,0.896324808,0.939215183,0.716118685,0.869066249,216.62,,0.914328284,0.949840283,0.776815958,0.889721627,153.85,,0.926620313,0.959680222,0.80750469,0.894056848,270.46
109,0.894834865,0.937532178,0.718171068,0.869066249,141.26,,0.917681,0.952795,0.786642,0.891099,223.24,,0.917432332,0.954265159,0.780241151,0.875873187,215.75,,0.912217532,0.948237982,0.781869688,0.890289,233.54,,0.892724,0.937790798,0.718031,0.84824518,191.23,,0.88738515,0.932497911,0.670785525,0.861111111,240.23,,0.881177,0.929836512,0.679826293,0.847624249,453.01,,0.909237646,0.946719205,0.759031,0.878328982,272.78,,0.883039483,0.925905992,0.723834366,0.888536714,150.93,,0.898063074,0.939432879,0.725421073,0.875664187,229.43,,0.909734294,0.944990699,0.767210788,0.911544228,165.71,,0.926123665,0.9595075,0.803483529,0.894519131,272
110,0.86652595,0.916412556,0.677245105,0.868737475,142.69,,0.915446,0.950423,0.7893,0.885384,223.65,,0.907002732,0.949605,0.767417678,0.861975,219.46,,0.891358331,0.93356109,0.741747573,0.887598945,221.73,,0.894959027,0.939251,0.706187798,0.849357327,166.26,,0.886019369,0.93174485,0.685308478,0.829186,240.45,,0.87174075,0.928717251,0.660564455,0.804624278,416.05,,0.869629998,0.915849,0.703011094,0.878399179,222.55,,0.88738515,0.928804348,0.725123153,0.905585764,176.03,,0.891234169,0.936565867,0.717518248,0.866666667,218.17,,0.908368513,0.946287107,0.755945847,0.898305085,157.29,,0.942016389,0.970131004,0.844097996,0.912423625,297.84
111,0.869754159,0.919155005,0.684573003,0.861460957,143.89,,0.920288,0.95424,0.791683,0.888064,237.33,,0.90948597,0.950386654,0.77622628,0.854928018,225.07,,0.912465856,0.948539147,0.784327323,0.891820581,274.48,,0.880556245,0.928329471,0.721600543,0.845955693,168.64,,0.893469084,0.938089522,0.718786464,0.855466667,255.39,,0.87956295,0.9313042,0.688511951,0.815068,417.29,,0.882666998,0.92759575,0.728768927,0.863563403,222.84,,0.885150236,0.927740189,0.725104737,0.897916667,154.01,,0.893344922,0.937144825,0.730218538,0.852173913,218.52,,0.912714179,0.948820961,0.767022451,0.903657908,157.03,,0.931710951,0.960717708,0.81717978,0.915831663,300.24
112,0.891979141,0.935849057,0.721712538,0.865999046,171.11,,0.914328,0.950731,0.782353,0.883158,225.35,,0.903774522,0.944743104,0.766278273,0.869234943,226.47,,0.904395,0.943630715,0.763561924,0.889121,223.06,,0.89582816,0.939259259,0.737388724,0.859060403,195.64,,0.884901912,0.928974269,0.708571429,0.881632653,270.94,,0.872609883,0.925839,0.682579266,0.82731377,418.35,,0.866153464,0.915263,0.695026587,0.87006237,236.65,,0.889123417,0.93050436,0.730693069,0.899232737,153.49,,0.894214055,0.937478411,0.72761194,0.864718615,218.92,,0.921777999,0.955559398,0.791241978,0.898045431,184.05,,0.925378694,0.957756354,0.800753296,0.906510034,278.38
113,0.90042215,0.942234286,0.706086957,0.877662209,158.68,,0.919543,0.953149,0.79108,0.886196,225.27,,0.914204122,0.94958205,0.786780384,0.891653707,253.2,,0.908244351,0.944942,0.771724138,0.898911353,250.32,,0.900670474,0.942216062,0.744169,0.867330886,223.48,,0.890365,0.934393638,0.679638009,0.854326397,246,,0.877452198,0.931288655,0.677054928,0.807825,446.65,,0.879066303,0.924129,0.719923003,0.876595745,238.65,,0.886267693,0.927361211,0.722368421,0.907707911,155.05,,0.891110007,0.935754901,0.708749501,0.852908891,220.46,,0.925999503,0.95689875,0.78293601,0.915046059,265.99,,0.941768066,0.96875,0.845360825,0.913920315,354.89
114,0.863794388,0.91395517,0.679354839,0.872427984,146.94,,0.920164,0.953006,0.793944,0.903193,226.4,,0.910727589,0.948674763,0.780336886,0.885297185,227.23,,0.907747703,0.946123522,0.775868117,0.874049946,224.66,,0.898311398,0.940117688,0.743115805,0.860599684,210.9,,0.897938912,0.939014061,0.715710723,0.873417722,262,,0.877328036,0.928619303,0.655215752,0.831372549,460.89,,0.861186988,0.908957281,0.69292804,0.872436218,238.5,,0.901415446,0.94016795,0.747482014,0.893459916,155.52,,0.896324808,0.937401368,0.73630011,0.879475542,225.33,,0.906381922,0.944082996,0.759547383,0.899265477,158.31,,0.927365284,0.961354755,0.800634166,0.892753623,429.93
115,0.892848274,0.936651975,0.71521159,0.871473354,161.84,,0.919916,0.954486,0.800445,0.879062,234.79,,0.917184,0.954482,0.790043,0.876873662,227.97,,0.917308,0.951266714,0.784212468,0.904879251,238.49,,0.874596474,0.925349087,0.704567861,0.848388801,171.98,,0.886640179,0.936961529,0.708994709,0.817711328,263.87,,0.883660293,0.933922953,0.691290824,0.829487901,423.1,,0.847777502,0.899171399,0.672748676,0.869476892,225.63,,0.913583313,0.949500172,0.769526741,0.891338583,171.72,,0.89905637,0.940589803,0.738167939,0.865912763,229.45,,0.91209337,0.947845015,0.768436578,0.901098901,159.16,,0.912341694,0.947537187,0.775069638,0.911896466,284.61
116,0.89061336,0.934983984,0.707047619,0.874741201,148.88,,0.90961,0.946561,0.774035,0.892596,221.63,,0.91470077,0.951893,0.781043351,0.880213904,229.55,,0.919667246,0.953452154,0.793662769,0.889942,279.53,,0.904643655,0.946190271,0.756798162,0.853347503,173.52,,0.894089893,0.937662993,0.714759536,0.846876728,293.07,,0.88279116,0.932703051,0.687921981,0.848920863,427.39,,0.851874845,0.900743733,0.672868217,0.874497992,227.71,,0.898063074,0.938328735,0.754087421,0.886872999,206.13,,0.896076484,0.940117143,0.734737594,0.868308351,229.76,,0.915818227,0.950510605,0.77626244,0.906088751,190.03,,0.933945865,0.964486304,0.813614263,0.906627963,331.38
117,0.885895207,0.934271495,0.709187547,0.831868132,150.08,,0.912963,0.950348,0.779555,0.891706,220.87,,0.91407996,0.948979,0.787835926,0.894977169,229.76,,0.918426,0.953545663,0.790334044,0.898340249,267.83,,0.886889,0.931820197,0.724546723,0.865884753,174.19,,0.897442,0.938662645,0.71006424,0.867863,294.07,,0.887013,0.934962089,0.687782805,0.840066408,429.71,,0.855476,0.904190511,0.680036463,0.880484,254.49,,0.910603427,0.946189132,0.770811194,0.906105695,174.14,,0.884529426,0.930863322,0.715015322,0.871360508,230.69,,0.905140303,0.944044417,0.760058522,0.877097997,162.45,,0.928606903,0.961346306,0.808057773,0.901353965,381.4
118,0.882294512,0.928444286,0.712487241,0.872219348,192.18,,0.90961,0.94724,0.774704,0.880128,221.62,,0.92575118,0.957490573,0.80142124,0.896696382,230.96,,0.907126894,0.945228584,0.768863093,0.89446186,227.69,,0.894089893,0.937896291,0.729922,0.860271116,175.02,,0.895703998,0.938007195,0.704201,0.861321777,253.58,,0.882542836,0.931493,0.65935993,0.838243469,430.87,,0.83660293,0.892783505,0.654342,0.864025696,228,,0.915073256,0.949560066,0.780973451,0.89827856,176.25,,0.880804569,0.927230467,0.707563611,0.86994642,244.66,,0.903402036,0.94193321,0.752184551,0.900948367,161.93,,0.928979389,0.95936519,0.808427624,0.909966298,482.05
119,0.885771045,0.930302494,0.710354815,0.876470588,151.62,,0.907872,0.943928,0.770275,0.89703,249.35,,0.915942389,0.950971809,0.785817656,0.894901,273.82,,0.905885274,0.942834353,0.765277778,0.899742931,245.67,,0.897566427,0.942027722,0.740203193,0.856990962,176.28,,0.892351627,0.937028973,0.690537084,0.859340659,282.48,,0.886267693,0.932539017,0.681512605,0.850828729,431.95,,0.859572883,0.909692845,0.686935581,0.874476987,229.16,,0.893096598,0.934037412,0.738613861,0.898687664,160.79,,0.89905637,0.940785446,0.743884892,0.874934037,232.08,,0.899801341,0.939862845,0.74640477,0.890069039,163.04,,0.922150484,0.955291258,0.782236073,0.910979228,285.43
120,0.892724112,0.936076673,0.728186715,0.874871795,166.86,,0.919171,0.952824,0.79574,0.884289,237.53,,0.925254532,0.957009669,0.799082,0.905285191,302.6,,0.907996,0.945257741,0.77297668,0.894325872,232.83,,0.89644897,0.940497025,0.736182756,0.861648016,177.17,,0.893842,0.937787826,0.712063892,0.842105263,256.2,,0.891607,0.937870323,0.706924316,0.843093923,460.89,,0.869629998,0.916869315,0.702979814,0.867303609,243.46,,0.911100074,0.946834558,0.769852941,0.898565574,192.64,,0.897938912,0.938900026,0.732858749,0.88301119,232.52,,0.914949094,0.94926898,0.778924884,0.911053985,194.33,,0.928482741,0.958906495,0.804100228,0.91750503,312.79
121,0.883660293,0.93088364,0.703744902,0.856133266,157.96,,0.92302,0.955316,0.794411,0.894326,237.18,,0.912962503,0.951311519,0.780624781,0.880645161,232.61,,0.914204122,0.950192915,0.786069652,0.887830688,248.1,,0.886889,0.933953979,0.727398206,0.846491228,178.43,,0.899677,0.941466316,0.732371795,0.859315589,282.5,,0.885771,0.934409687,0.68644417,0.832867524,463.56,,0.864415197,0.911913291,0.699186992,0.869995,232.28,,0.901167122,0.940847532,0.748559078,0.88500265,179.33,,0.89322076,0.939828581,0.731776362,0.851731602,247.46,,0.911720884,0.948078102,0.769673015,0.901260504,170.35,,0.931710951,0.962813541,0.815969582,0.907514451,290.37
122,0.892848274,0.937282835,0.722820037,0.864807996,161.67,,0.921033,0.954483,0.8003,0.886883,257.1,,0.920661,0.95400192,0.796789493,0.898429319,234.36,,0.911100075,0.947089,0.780454233,0.897342366,248.93,,0.888254284,0.933995742,0.731175229,0.853560682,179.4,,0.901167122,0.941934404,0.716081491,0.86857761,293.09,,0.893717408,0.939123,0.704418,0.860651362,464.37,,0.841941892,0.897974286,0.665705221,0.844809,281.96,,0.904891979,0.941073154,0.75422814,0.908341916,164.94,,0.899553017,0.941695502,0.741672835,0.866738895,234.07,,0.916439037,0.949965612,0.777604977,0.899159664,172.06,,0.939408989,0.965949665,0.835233976,0.920268972,319.01
123,0.889495903,0.935401876,0.722557726,0.860934183,190.96,,0.919046,0.952373,0.793498,0.897855,246.56,,0.919791408,0.953981386,0.785061581,0.890790136,248.14,,0.917432332,0.950975224,0.791965567,0.900928793,235.16,,0.890737522,0.935391553,0.723689104,0.855932203,179.8,,0.888999255,0.934281,0.686580473,0.835973,252.85,,0.887881798,0.934330133,0.704337445,0.841008772,437.55,,0.85870375,0.909909,0.689221557,0.863225,253.76,,0.90166377,0.942396313,0.752136752,0.889942075,170.48,,0.901291284,0.941750959,0.741911211,0.880928355,249.63,,0.909113484,0.945313874,0.765669516,0.904465213,172.96,,0.93816737,0.96797153,0.830057803,0.906626506,345.33
124,0.88999255,0.933426892,0.723357664,0.870360956,162.91,,0.913583,0.949857,0.789241,0.869518,233.22,,0.904395,0.944036778,0.765986395,0.882067851,235.87,,0.919046437,0.952625,0.796770797,0.902286902,279.99,,0.898187236,0.941794386,0.733490566,0.853333333,181.17,,0.897069779,0.938577406,0.703784254,0.869284562,282.05,,0.883660293,0.931843385,0.692337612,0.843439912,436.39,,0.85286814,0.902414018,0.685348766,0.861641221,239.85,,0.887633474,0.929213079,0.73070661,0.897637795,170.74,,0.88279116,0.927321429,0.714867617,0.880733945,235.94,,0.90625776,0.942406521,0.761674161,0.911444847,201.99,,0.940650608,0.967825861,0.835492737,0.918226601,399.12
125,0.89322076,0.936719986,0.732344633,0.872497366,208.56,,0.913087,0.948805,0.782451,0.888196,234.86,,0.918922275,0.95510917,0.793810723,0.883449,316.22,,0.90216,0.940745375,0.757865937,0.897243108,252.49,,0.901787932,0.943349969,0.748679,0.867943054,196.49,,0.904395,0.943443865,0.730981726,0.874532835,269.78,,0.893717408,0.939145299,0.704303198,0.866133333,451.02,,0.874223988,0.9206,0.713212273,0.876498176,240.32,,0.900918798,0.939147355,0.748521739,0.903995848,166.95,,0.889868388,0.934895833,0.726480203,0.852316076,236.64,,0.921405513,0.954342301,0.794639623,0.908057851,200.65,,0.942264713,0.970539383,0.84757245,0.906560636,524.89
126,0.865284331,0.915079866,0.68498528,0.864974619,165.84,,0.907003,0.946267,0.774149,0.872512,235.56,,0.910479265,0.946624249,0.773830461,0.899948692,227.92,,0.896201,0.936878861,0.757565897,0.881028939,238.56,,0.893469084,0.937359,0.733823529,0.854994629,183.14,,0.893593246,0.941086066,0.715926,0.841928251,270.88,,0.893842,0.94047416,0.708431836,0.852494577,438.5,,0.886019369,0.929704,0.735830295,0.867983368,256.43,,0.902657065,0.940883634,0.751977984,0.906762295,197.96,,0.904643655,0.944536352,0.750462107,0.883211679,297,,0.923516265,0.955712562,0.793157076,0.903626943,243.92,,0.935435808,0.966707338,0.82661597,0.899201597,328.7
127,0.878693817,0.928723404,0.699242946,0.856399584,240.51,,0.921778,0.955426,0.793466,0.893491,265.66,,0.905140303,0.941998232,0.771369006,0.888541667,227.96,,0.903898684,0.940894569,0.763185109,0.899432697,253.34,,0.891110007,0.936956,0.729805014,0.859903382,188.92,,0.902036,0.942161212,0.715220236,0.874732334,258.08,,0.88738515,0.935383581,0.695081967,0.829654782,438.98,,0.886889,0.929727806,0.726092896,0.881320949,256.84,,0.922274646,0.955894005,0.795454545,0.904502721,196.51,,0.89322076,0.937757157,0.735543018,0.859924283,239.04,,0.903898684,0.94305519,0.760938047,0.883495146,187.7,,0.946237894,0.972195756,0.848791894,0.921382073,503.91
128,0.886267693,0.93463653,0.716954529,0.845474614,183.08,,0.918426,0.954821,0.796001,0.869941,236.28,,0.917308,0.953524804,0.785185185,0.88634,229.96,,0.927489446,0.957457983,0.813421829,0.910750507,285,,0.896076484,0.938849857,0.736636754,0.854166667,219.56,,0.89905637,0.940832847,0.715707,0.85667,259.56,,0.893593246,0.939658831,0.71563981,0.842163971,440.78,,0.883660293,0.928417653,0.729435084,0.867046,258.31,,0.90427117,0.941322902,0.760631001,0.905349794,213.32,,0.883287807,0.929175947,0.715333333,0.87732342,238.63,,0.919791408,0.953135889,0.786909632,0.906652914,191.06,,0.931586789,0.962605337,0.819133034,0.905882353,596.41
129,0.89061336,0.935843054,0.729970326,0.853053435,183.27,,0.911224,0.948419,0.780231,0.886705,253.05,,0.916439037,0.952091,0.787234043,0.885699,231.11,,0.909734294,0.94615113,0.778472222,0.891579,270.24,,0.903526198,0.945124561,0.737056665,0.864235056,205.76,,0.900049665,0.941621804,0.721640854,0.862916439,260.27,,0.876831388,0.932763583,0.695323246,0.811309867,442.83,,0.88800596,0.931330472,0.737921906,0.871713985,259.01,,0.904395332,0.942063703,0.75716753,0.905252317,172.67,,0.900670474,0.941742477,0.746311623,0.879283079,234.07,,0.915569903,0.950685171,0.779230211,0.9014233,204.36,,0.938912342,0.96876352,0.83708301,0.897110998,344.14
130,0.884156941,0.930647174,0.718591263,0.867320599,170.3,,0.921406,0.9541,0.798817,0.900402,268.5,,0.925999503,0.958623656,0.803853565,0.893008475,288.35,,0.924633722,0.956476414,0.803303303,0.902224522,241.52,,0.898063074,0.940846552,0.740658528,0.866599799,191.52,,0.902408741,0.941127,0.724770642,0.886089239,260.47,,0.896697293,0.940574644,0.717502963,0.863636364,443.25,,0.904891979,0.943861814,0.765345493,0.881675,259.74,,0.903029551,0.941564226,0.754806071,0.906624935,207.21,,0.903277874,0.943468098,0.747293766,0.878594249,233.2,,0.91668736,0.950086356,0.767919411,0.915254237,189.89,,0.926992799,0.960168821,0.808199122,0.900649026,318.03
131,0.897690589,0.939197477,0.743664012,0.872670807,186.32,,0.921654,0.955648,0.80387,0.881193,254.8,,0.923764589,0.956317438,0.800747664,0.900566718,231.65,,0.902781227,0.940091356,0.765058119,0.884880637,241.73,,0.906506084,0.946706273,0.761313869,0.87408949,269.31,,0.899925503,0.941829675,0.740254728,0.857458564,262.5,,0.891234169,0.937718,0.71000788,0.842865075,459.16,,0.890116712,0.933416526,0.744,0.865008,261.16,,0.899801341,0.938449097,0.750912106,0.909368635,177.49,,0.888254284,0.933912119,0.721288996,0.873357856,247.88,,0.916563198,0.950245753,0.77607362,0.903836048,176.5,,0.938415694,0.967907136,0.817762882,0.909725686,348.38
132,0.894214055,0.93685962,0.732723949,0.871033777,172.42,,0.922399,0.954836,0.798592,0.893126,240.01,,0.919418922,0.954759825,0.794520548,0.888535032,261.02,,0.920412218,0.953983697,0.797404,0.898701299,257.73,,0.898063074,0.940200786,0.744440394,0.865968586,224.38,,0.900422151,0.94232566,0.729956123,0.864332604,264.31,,0.88999255,0.937249,0.698832685,0.857296715,511.11,,0.888254284,0.930445723,0.743521595,0.87106599,246.3,,0.914452446,0.949740035,0.775280899,0.895679663,208.62,,0.908368513,0.946371143,0.760133879,0.888192268,248.16,,0.910230941,0.946096162,0.772838642,0.902922756,179.06,,0.930469332,0.962223187,0.808623298,0.90815803,350.36
133,0.877824683,0.924568966,0.705882353,0.877697842,173.55,,0.921157,0.95472,0.797347,0.895288,270.8,,0.921902,0.954506141,0.794969512,0.899063,233.62,,0.924509561,0.955594714,0.811029412,0.902845927,255.88,,0.904891979,0.945005221,0.75328693,0.870936,225.39,,0.897442,0.939658062,0.715673849,0.856826976,266.06,,0.89322076,0.940493469,0.720582599,0.835386338,467.86,,0.875465607,0.920518911,0.721101505,0.870034331,246.27,,0.90427117,0.942972451,0.757597685,0.885919836,194.13,,0.90365036,0.943814388,0.756457565,0.8684353,234.94,,0.912217532,0.947166855,0.773529412,0.899420748,179.55,,0.937794885,0.966074881,0.836120401,0.914173615,409.39
134,0.90166377,0.94289718,0.748142645,0.872872873,174.76,,0.910479,0.947285,0.779661,0.890633,242.17,,0.917556494,0.955283494,0.791849,0.869234943,263.8,,0.90427117,0.941773504,0.770003348,0.893594494,239.17,,0.899428855,0.940887564,0.743459302,0.877175026,195.94,,0.906381922,0.945891106,0.73614,0.875066454,298.14,,0.888626769,0.937984,0.716231137,0.829870859,453.27,,0.88477775,0.931178403,0.736357659,0.845429363,247.35,,0.883536131,0.927585589,0.725267596,0.881628281,180.44,,0.89582816,0.936740307,0.740689655,0.890036138,235.06,,0.910106779,0.945148427,0.771686329,0.911901082,183.17,,0.942885523,0.971413676,0.847575058,0.902548726,574.58
135,0.903402036,0.944561035,0.752664462,0.872373142,253.68,,0.920288,0.953383,0.798375,0.893796,273.12,,0.908740998,0.949016178,0.773558369,0.867140514,234.28,,0.898063074,0.937285998,0.755555556,0.889208633,240.35,,0.902408741,0.943458594,0.753676471,0.866807611,196.69,,0.892848,0.941217452,0.731296101,0.839145107,288.17,,0.892724,0.93851,0.706840391,0.846364,469.77,,0.887757636,0.929767693,0.740790355,0.874007937,293.87,,0.919543084,0.953454358,0.783762685,0.895475819,196.32,,0.907871865,0.945226917,0.759437454,0.892857143,266.11,,0.918549789,0.951343877,0.779893374,0.910518053,211.93,,0.939036504,0.966727478,0.833398667,0.914956012,432.76
136,0.890861684,0.934948644,0.725196288,0.871018277,176.64,,0.91557,0.949326,0.784548,0.88,242.34,,0.923764589,0.95773676,0.804216868,0.882669537,281.26,,0.903774522,0.942508085,0.769685039,0.892116183,256.27,,0.887013,0.931380382,0.725470086,0.87278415,198.08,,0.900919,0.945353,0.739629,0.835400226,289.64,,0.902532903,0.943470452,0.736550633,0.871224165,471.04,,0.877948845,0.921463,0.721728081,0.885327992,241.09,,0.897318103,0.936836518,0.738461538,0.901234568,197.62,,0.87434815,0.921121428,0.700782269,0.881355932,236.81,,0.916563198,0.950868056,0.776691729,0.904564315,212.03,,0.940402285,0.968265039,0.841416474,0.909803922,462.56
137,0.889620065,0.933202708,0.734332425,0.872427984,208.76,,0.922895,0.955717,0.798479,0.898965,264.75,,0.91259,0.950035063,0.78186362,0.880463402,235.58,,0.894586541,0.935266,0.747809153,0.894791667,241.13,,0.890737522,0.935673541,0.733731973,0.855614973,199.2,,0.904147008,0.943566591,0.723478261,0.873849486,306.95,,0.891730817,0.938382979,0.71434154,0.839355,457.06,,0.879066303,0.923132705,0.724590164,0.871668312,241.78,,0.900794636,0.939746206,0.753682768,0.895833333,180.33,,0.897442265,0.938653542,0.735146743,0.88946281,237.13,,0.902781227,0.94041868,0.758827448,0.908713693,186.6,,0.937298237,0.964428249,0.828015564,0.921471173,379.53
138,0.899180531,0.93977173,0.742628322,0.882800609,225.68,,0.913459,0.948213,0.784507,0.899121,236.56,,0.915569903,0.952322631,0.789454934,0.880213904,237.07,,0.906009436,0.943556976,0.774062817,0.888770623,242.19,,0.900794636,0.942436646,0.742612753,0.866049683,199.61,,0.907375217,0.945354723,0.743965176,0.891891892,276.97,,0.899428855,0.942911349,0.736763,0.861006,473.6,,0.885646884,0.927946614,0.732759,0.881677484,258.14,,0.89582816,0.9356578,0.743421053,0.906185567,180.97,,0.898063074,0.939657444,0.738010021,0.88439606,238.27,,0.916066551,0.950644341,0.778020378,0.908346134,216.09,,0.941147256,0.968497787,0.835552075,0.918759232,382.17
139,0.899677179,0.939778271,0.751051893,0.885411408,227.9,,0.92364,0.956967,0.806667,0.887354,284,,0.90948597,0.948232213,0.770825885,0.879310345,238,,0.913583313,0.949216,0.787321,0.898461539,258.76,,0.899428855,0.942246632,0.730571992,0.8625,201.13,,0.913583313,0.948807,0.74755215,0.899053628,310.08,,0.892848,0.938914412,0.712933754,0.845985,459.35,,0.886889,0.929224153,0.735556289,0.879499218,259.13,,0.909361808,0.946297443,0.767123288,0.902962206,182.27,,0.877700521,0.926268523,0.708038585,0.870638755,239.38,,0.910851751,0.94619073,0.769339456,0.912158809,202.29,,0.940278123,0.96899696,0.835665734,0.907265774,499.54
140,0.901787931,0.941639001,0.750276651,0.878523834,191.18,,0.920661,0.954889,0.795715,0.89135,253.56,,0.920908865,0.955095597,0.791896869,0.901054746,279.64,,0.898187236,0.936864634,0.753360215,0.896767466,243.79,,0.905140303,0.945435827,0.744148507,0.869300912,201.68,,0.907251055,0.948355207,0.745869394,0.86790393,279.61,,0.894959027,0.941588,0.726926011,0.835585586,503.92,,0.893096598,0.934694975,0.753433617,0.873343932,275.84,,0.910851751,0.948444523,0.771428571,0.896879958,181.55,,0.90166377,0.943498384,0.751601423,0.870600975,239.75,,0.922647132,0.954636135,0.794396062,0.907120743,207.47,,0.944747951,0.969675906,0.848765432,0.925759841,533.18
141,0.886267693,0.929043789,0.724479344,0.883861237,174.74,,0.912093,0.947056,0.777737,0.894351,239.04,,0.916314875,0.952246696,0.787272077,0.892401836,297.36,,0.911845046,0.947010039,0.774872912,0.898367562,244.53,,0.896076484,0.940018987,0.729698818,0.857744995,251.2,,0.911348,0.94914966,0.7450183,0.892535733,280.67,,0.89781475,0.942744154,0.739552239,0.84298441,457.46,,0.900919,0.942174,0.759401241,0.8619,276.32,,0.892103303,0.933202006,0.734463277,0.900051787,183.58,,0.898683884,0.939797549,0.743760984,0.887556222,256.18,,0.915694065,0.949245542,0.769721116,0.902792141,203.9,,0.943133847,0.970631808,0.842387146,0.917285785,419.23
142,0.896945617,0.937659818,0.748246844,0.877284595,177.53,,0.915942,0.951054,0.792316,0.8827,238.4,,0.919667246,0.954305,0.777777778,0.888090349,265.7,,0.901912093,0.941331924,0.761904762,0.879440258,245.31,,0.906133598,0.946624127,0.751577,0.866835443,219.64,,0.901787932,0.945694005,0.747061054,0.84252,297.41,,0.884901912,0.937667967,0.713528788,0.814006889,459.04,,0.882542836,0.92561086,0.73130545,0.883280757,277.48,,0.896324808,0.937615812,0.741924279,0.883966245,199.04,,0.896200646,0.938707411,0.741777467,0.873254565,241.37,,0.924261237,0.956544366,0.793747617,0.908997955,185.78,,0.933325056,0.963281799,0.823396226,0.909353905,334.03
143,0.906630246,0.946084836,0.756042296,0.879231935,177.61,,0.925503,0.956904,0.805855,0.897382,256.03,,0.924882046,0.95916775,0.810930576,0.878284,250.65,,0.898187236,0.937797325,0.758395827,0.891579,245.9,,0.906506084,0.945818711,0.746987952,0.874418605,237.45,,0.906754,0.945328953,0.733922,0.881593111,283.18,,0.892351627,0.939396574,0.728444,0.846578366,458.89,,0.88279116,0.925391963,0.731252012,0.881765633,246.54,,0.909610132,0.947561295,0.777618364,0.873587951,201.53,,0.890489198,0.933273863,0.736064473,0.880208333,241.21,,0.899428855,0.93846566,0.748028797,0.901705115,210.15,,0.941023094,0.968922652,0.833863275,0.914342629,459.51
144,0.898683884,0.939528285,0.748689269,0.882681564,210.56,,0.914701,0.949624,0.788723,0.897938,240.69,,0.915073256,0.952012656,0.788841808,0.881981033,251.16,,0.899925503,0.936980424,0.755869,0.907684373,278.91,,0.90216,0.943117374,0.748382185,0.86272382,201,,0.912838341,0.9503,0.762942779,0.884965222,317.17,,0.886143531,0.937169079,0.722615437,0.834715312,479.02,,0.877576,0.922298518,0.713960299,0.881545501,295.67,,0.918177303,0.953318681,0.796238245,0.891514501,208.63,,0.902905389,0.942156081,0.757355486,0.89119171,282.48,,0.913334989,0.948240896,0.775510204,0.907801418,240.9,,0.93357338,0.962472406,0.82979489,0.914171657,531.71
145,0.907251055,0.945515067,0.758928571,0.888223553,195.9,,0.926124,0.957519,0.80824,0.90192,240.69,,0.916935684,0.953579176,0.785185185,0.88157196,251.36,,0.917184,0.951036612,0.791146,0.901622718,280.64,,0.901415446,0.942050263,0.746666667,0.867647059,218.61,,0.91209337,0.949940405,0.759888134,0.877891,302.29,,0.899304693,0.943669341,0.739855,0.862765957,463.35,,0.888875093,0.931670379,0.742534837,0.867843767,264.21,,0.919046437,0.953433307,0.788117394,0.905285191,237.21,,0.900918798,0.940243258,0.748284579,0.889111892,252.15,,0.917432332,0.951390694,0.779378317,0.90305858,191.23,,0.939905637,0.967171496,0.840513983,0.91613536,534.11
146,0.904395332,0.944271374,0.752851711,0.872008325,212.28,,0.912838,0.947415,0.776454,0.904931,240.73,,0.913459151,0.949991227,0.782763533,0.887486856,250.94,,0.914452446,0.948415493,0.787620064,0.899328859,264.5,,0.902781227,0.943613952,0.756053488,0.870662461,235.55,,0.913334989,0.948898903,0.759441708,0.890633176,286.7,,0.899428855,0.942046027,0.733222867,0.840044743,495.87,,0.893469084,0.934698644,0.750081887,0.882414152,298.39,,0.913086665,0.949868074,0.786805556,0.883745963,204.93,,0.879935436,0.927463463,0.716168435,0.868763557,252.9,,0.902781227,0.940392645,0.753694581,0.902936784,229.58,,0.944127142,0.97042964,0.848942598,0.918450561,643.49
